foreign_id,stage_l,discharge_l
SHLRK05,1134.1,6853.41
SHLRK05,1134.72,7999.94
SHLRK05,1135.25,9186.05
TKYRV01,752.566,0
TKYRV01,763.583,7959.5
TKYRV01,767.641,14885.2
TKYRV01,769.498,19891.5
TKYRV01,771.204,26637.1
TKYRV01,772.11,31324.8
TKYRV01,772.976,36443.2
TKYRV01,773.73,41299.8
TKYRV03,1119.64,0
TKYRV03,1121.11,110.817
TKYRV03,1123.08,554.052
TKYRV03,1124.7,1108.07
TKYRV03,1125.99,1662.08
TKYRV03,1127.07,2216.14
TKYRV03,1130.06,4376.41
TKYRV03,1131.61,6123.6
TKYRV03,1133.24,8440.31
TKYRV03,1134.17,10177.9
TKYRV03,1135.02,12042.1
TKYRV03,1135.77,13931
UIWARV01,881.647,0
UIWARV01,891.339,5740.72
UIWARV01,894.334,10130.5
UIWARV01,895.6,13515.8
UIWARV01,896.729,18342.9
UIWARV01,897.297,21692.2
UIWARV01,897.756,25329.8
UIWARV01,898.176,29856.5
VLGARV02,846.309,0
VLGARV02,852.917,3845.94
VLGARV02,855.558,7467.82
VLGARV02,857.021,10230.9
VLGARV02,858.652,14039.5
VLGARV02,859.701,16877.3
VLGARV02,860.676,19789.7
VLGARV02,861.601,22776.8
WNBGORV01,1041.42,0
WNBGORV01,1042.14,182.294
WNBGORV01,1044.9,911.507
WNBGORV01,1046.95,1822.98
WNBGORV01,1048.49,2734.49
WNBGORV01,1049.73,3645.99
WNBGORV01,1052.43,6156.23
WNBGORV01,1053.88,7973.38
WNBGORV01,1055.36,10405.9
WNBGORV01,1056.3,12305.5
WNBGORV01,1057.14,14274.9
WNBGORV01,1057.9,16319.3
WNBGORV03,1107.67,0
WNBGORV03,1109.35,137.763
WNBGORV03,1112.08,688.813
WNBGORV03,1114.06,1377.59
WNBGORV03,1115.49,2066.4
WNBGORV03,1116.59,2755.21
WNBGORV03,1118.5,4652.14
WNBGORV03,1119.3,6025.35
WNBGORV03,1120.1,7863.55
WNBGORV03,1120.63,9299.02
WNBGORV03,1121.11,10787.3
WNBGORV03,1121.59,12332.2
WNBGORV04,1150.14,0
WNBGORV04,1150.83,124.166
WNBGORV04,1152.89,620.903
WNBGORV04,1154.44,1241.77
WNBGORV04,1155.55,1862.67
WNBGORV04,1156.41,2483.57
WNBGORV04,1158.04,4193.44
WNBGORV04,1158.94,5431.25
WNBGORV04,1159.96,7088.18
WNBGORV04,1160.62,8382.15
WNBGORV04,1160.89,9723.65
WNBGORV04,1161.28,11116.2
WNBGORV06,1206.55,0
WNBGORV06,1215.88,51.1356
WNBGORV06,1216.33,255.608
WNBGORV06,1216.33,511.25
WNBGORV06,1217.19,766.858
WNBGORV06,1217.48,1022.5
WNBGORV06,1218.63,1858.54
WNBGORV06,1219.02,2474.07
WNBGORV06,1219.25,3294.12
WNBGORV06,1219.04,3919.47
WNBGORV06,1219.58,4563.68
WNBGORV06,1219.88,5227.14
WNISH02,1015.96,0
WNISH02,1018.9,512.38
WNISH02,1022.96,2561.83
WNISH02,1026.04,5123.7
WNISH02,1028.3,7685.53
WNISH02,1029.83,10247.4
WNISH02,1031.85,18068.5
WNISH02,1032.63,22957.9
WNISH02,1033.29,28758.5
WNISH02,1033.67,32702.5
WNISH02,1033.81,34168.7
WNISH02,1034.14,37850.7
WNISH03,1169.84,0
WNISH03,1183.62,6701.45
WNISH03,1187.71,11783.8
WNISH03,1187.2,15044.5
WNISH03,1189.95,19018.3
WNISH03,1190.3,21918.2
WNISH03,1191.3,24840.5
WNISH03,1191.47,27710.5
WNISH04,1237.04,0
WNISH04,1246.66,2073.32
WNISH04,1250.76,4219.68
WNISH04,1254.44,5915.31
WNISH04,1255.38,8167.79
WNISH04,1257.94,9859.5
WNISH04,1258.94,11675.8
WNISH04,1259.2,13519.3
BEARCRK01,737.621,0
BEARCRK01,739.108,108.134
BEARCRK01,741.312,540.597
BEARCRK01,743.002,1081.19
BEARCRK01,744.085,1621.79
BEARCRK01,744.79,2162.39
BEARCRK01,746.48,4383.86
BEARCRK01,747.274,6133.49
BEARCRK01,748.077,8453.24
BEARCRK01,748.586,10192.9
BEARCRK01,749.072,12059.4
BEARCRK01,749.514,13950.5
BEVRCRK02,1084.41,0
BEVRCRK02,1085.84,15.5031
BEVRCRK02,1087.33,77.4451
BEVRCRK02,1088.42,154.925
BEVRCRK02,1089.26,232.37
BEVRCRK02,1089.97,309.816
BEVRCRK02,1092.04,576.618
BEVRCRK02,1092.98,794.439
BEVRCRK02,1093.88,1107.26
BEVRCRK02,1094.28,1294.74
BEVRCRK02,1094.73,1584.71
BEVRCRK02,1095.09,1856.49
BEVRCRK01,965.062,0
BEVRCRK01,966.286,83.2367
BEVRCRK01,968.182,416.183
BEVRCRK01,969.606,832.367
BEVRCRK01,970.669,1248.59
BEVRCRK01,971.575,1664.77
BEVRCRK01,974.485,3457.73
BEVRCRK01,976.007,4896.66
BEVRCRK01,976.919,6827.53
BEVRCRK01,977.441,8288.71
BEVRCRK01,977.91,9863.56
BEVRCRK01,978.31,11476.9
BNNTTCR01,830.269,0
BNNTTCR01,830.915,30.4059
BNNTTCR01,831.722,152.065
BNNTTCR01,831.768,304.095
BNNTTCR01,831.798,456.16
BNNTTCR01,831.824,608.189
BNNTTCR01,831.887,1177.67
BNNTTCR01,831.932,1669.82
BNNTTCR01,831.982,2358.6
BNNTTCR01,832.037,2873.55
BNNTTCR01,832.083,3465.18
BNNTTCR01,832.123,4033.54
BFFLOCR02,726.969,0
BFFLOCR02,728.465,25.3206
BFFLOCR02,730.075,126.532
BFFLOCR02,730.987,253.065
BFFLOCR02,731.572,379.562
BFFLOCR02,732.047,506.095
BFFLOCR02,733.435,1004.03
BFFLOCR02,734.386,1423.64
BFFLOCR02,735.24,2016.68
BFFLOCR02,735.591,2464.15
BFFLOCR02,735.935,2971.48
BFFLOCR02,736.23,3468.92
BFFLOCR01,699.977,0
BFFLOCR01,703.061,34.008
BFFLOCR01,705.551,170.04
BFFLOCR01,707.421,340.08
BFFLOCR01,708.668,510.156
BFFLOCR01,709.393,680.196
BFFLOCR01,710.968,1335.49
BFFLOCR01,711.781,1893.61
BFFLOCR01,712.526,2668.59
BFFLOCR01,712.936,3243.83
BFFLOCR01,713.343,3911.66
BFFLOCR01,713.675,4542.84
CLRCRKW01,748.721,0
CLRCRKW01,750.528,28.7461
CLRCRKW01,752.434,143.766
CLRCRKW01,753.802,287.497
CLRCRKW01,754.865,431.263
CLRCRKW01,755.807,574.993
CLRCRKW01,758.251,1098.78
CLRCRKW01,758.642,1505.39
CLRCRKW01,759.039,2089.67
CLRCRKW01,759.393,2554.49
CLRCRKW01,759.783,3053.38
CLRCRKW01,760.154,3572.57
CRANECR01,983.606,0
CRANECR01,984.849,164.672
CRANECR01,987.454,823.361
CRANECR01,989.36,1646.76
CRANECR01,990.656,2470.12
CRANECR01,991.621,3293.48
CRANECR01,994.17,6421.83
CRANECR01,995.538,8811.5
CRANECR01,997.034,11919.1
CRANECR01,998.012,14216.3
CRANECR01,998.96,16662.8
CRANECR01,999.836,19096.4
DEEPCRK01,664.843,0
DEEPCRK01,668.209,79.9877
DEEPCRK01,670.928,399.939
DEEPCRK01,672.979,799.877
DEEPCRK01,674.439,1199.82
DEEPCRK01,675.331,1599.75
DEEPCRK01,676.949,3186.69
DEEPCRK01,677.73,4529.67
DEEPCRK01,678.448,6315.25
DEEPCRK01,678.888,7685.81
DEEPCRK01,679.314,9165.57
DEEPCRK01,679.672,10687.3
DEERCR01,675.125,0
DEERCR01,679.446,26.7332
DEERCR01,681.378,133.701
DEERCR01,682.185,267.403
DEERCR01,682.71,401.139
DEERCR01,683.074,534.841
DEERCR01,683.875,1025.68
DEERCR01,684.298,1408.49
DEERCR01,684.79,1959.75
DEERCR01,685.128,2398.47
DEERCR01,685.476,2870.23
DEERCR01,685.814,3362.2
DRYCR02,775.846,0
DRYCR02,783.166,807.47
DRYCR02,783.766,1517.93
DRYCR02,784.111,2057.01
DRYCR02,784.541,2824.26
DRYCR02,784.846,3433.61
DRYCR02,785.148,4081.74
DRYCR02,785.433,4749.75
ENISH05,1172.28,0
ENISH05,1173.51,76.6328
ENISH05,1175.2,383.164
ENISH05,1176.46,766.328
ENISH05,1177.43,1149.49
ENISH05,1178.25,1532.66
ENISH05,1181,3207.98
ENISH05,1182.71,4560.54
ENISH05,1184.66,6382.07
ENISH05,1186,7764.64
ENISH05,1187.24,9257.03
ENISH05,1188.39,10790.7
FOURMLE02,822.461,0
FOURMLE02,824.829,118.163
FOURMLE02,827.333,590.779
FOURMLE02,829.127,1181.56
FOURMLE02,830.407,1772.3
FOURMLE02,831.447,2363.08
FOURMLE02,833.353,4167.77
FOURMLE02,834.108,5628.84
FOURMLE02,834.905,7713.25
FOURMLE02,835.443,9370.61
FOURMLE02,835.928,11141.8
FOURMLE02,836.398,12993.6
HONEYCR01,668.76,0
HONEYCR01,670.407,22.0364
HONEYCR01,672.743,110.252
HONEYCR01,674.252,220.505
HONEYCR01,675.2,330.792
HONEYCR01,675.869,441.045
HONEYCR01,677.641,879.229
HONEYCR01,678.199,1246.68
HONEYCR01,678.632,1770.29
HONEYCR01,678.875,2168.32
HONEYCR01,679.104,2614.73
HONEYCR01,679.301,3059.84
LIMECR01,786.056,0
LIMECR01,788.051,66.7447
LIMECR01,789.76,333.759
LIMECR01,790.942,667.518
LIMECR01,791.795,1001.28
LIMECR01,792.395,1335.04
LIMECR01,794.603,2642.42
LIMECR01,796.093,3662.87
LIMECR01,797.861,5064.9
LIMECR01,799.042,6150.51
LIMECR01,800.18,7310.63
LIMECR01,801.243,8500.81
LTLTKY01,933.583,0
LTLTKY01,937.634,214.996
LTLTKY01,940.676,1075.05
LTLTKY01,942.94,2150.1
LTLTKY01,944.564,3225.15
LTLTKY01,945.886,4300.2
LTLTKY01,949.406,8180.29
LTLTKY01,951.306,11086.5
LTLTKY01,953.051,14819.8
LTLTKY01,954.101,17554.2
LTLTKY01,955.072,20453.6
LTLTKY01,955.915,23302.3
MUDCR01,769.432,0
MUDCR01,776.056,68.1573
MUDCR01,776.168,74.1608
MUDCR01,776.486,113.007
MUDCR01,778.123,945.056
MUDCR01,778.698,1362.83
MUDCR01,779.652,2693.17
MUDCR01,780.856,3730.01
MUDCR01,781.647,5153.47
MUDCR01,781.142,6255.25
MUDCR01,781.43,7432.08
MUDCR01,781.89,8638.5
MDCRK01,1023.44,0
MDCRK01,1025.29,70.8765
MDCRK01,1027.21,354.489
MDCRK01,1028.63,708.942
MDCRK01,1029.74,1063.43
MDCRK01,1030.7,1417.88
MDCRK01,1033.71,2845.66
MDCRK01,1035.64,4055.89
MDCRK01,1037.87,5675.42
MDCRK01,1038.87,6866.23
MDCRK01,1039.56,8249.15
MDCRK01,1040.03,9479.52
NENGLSH01,689.833,0
NENGLSH01,691.706,198.504
NENGLSH01,695.545,992.554
NENGLSH01,697.91,1985.14
NENGLSH01,699.413,2977.7
NENGLSH01,700.19,3970.25
NENGLSH01,701.634,7608.62
NENGLSH01,702.234,10350.1
NENGLSH01,702.894,13884.5
NENGLSH01,703.284,16480.3
NENGLSH01,703.678,19236.4
NENGLSH01,704.042,21954.5
NWLNTCR01,823.957,0
NWLNTCR01,824.528,12.0776
NWLNTCR01,825.351,60.4587
NWLNTCR01,825.978,120.953
NWLNTCR01,826.47,181.411
NWLNTCR01,826.883,241.905
NWLNTCR01,828.045,457.325
NWLNTCR01,828.802,634.251
NWLNTCR01,829.734,889.93
NWLNTCR01,830.256,1047.08
NWLNTCR01,830.981,1285.81
NWLNTCR01,831.604,1511.11
PRICECR01,709.472,0
PRICECR01,711.362,91.2884
PRICECR01,713.451,456.513
PRICECR01,715.095,912.99
PRICECR01,716.132,1369.47
PRICECR01,716.942,1825.98
PRICECR01,718.196,2835.73
PRICECR01,718.852,3569.75
PRICECR01,719.587,4604.68
PRICECR01,720.085,5414.76
PRICECR01,720.535,6256.24
PRICECR01,720.932,7099.55
RAVENCR01,824.091,0
RAVENCR01,826.978,57.7042
RAVENCR01,829.774,288.556
RAVENCR01,831.194,577.077
RAVENCR01,831.959,865.633
RAVENCR01,832.362,1154.19
RAVENCR01,833.241,2347.3
RAVENCR01,833.655,3360.76
RAVENCR01,834.019,4732.98
RAVENCR01,834.209,5752.69
RAVENCR01,834.396,6926.2
RAVENCR01,834.564,8049.87
RBRTSCR01,744.849,0
RBRTSCR01,745.482,131.512
RBRTSCR01,747.179,657.488
RBRTSCR01,748.858,1314.98
RBRTSCR01,750.19,1972.47
RBRTSCR01,751.243,2629.95
RBRTSCR01,754.147,5236
RBRTSCR01,755.892,7259.64
RBRTSCR01,757.9,9918.62
RBRTSCR01,759.147,11899.3
RBRTSCR01,760.351,14017.2
RBRTSCR01,761.457,16144.9
SBVRCRK01,1085.4,0
SBVRCRK01,1087.23,9.32307
SBVRCRK01,1088.92,46.686
SBVRCRK01,1090.18,93.372
SBVRCRK01,1091.09,140.058
SBVRCRK01,1091.81,186.744
SBVRCRK01,1093.51,355.407
SBVRCRK01,1094.27,487.907
SBVRCRK01,1094.92,689.554
SBVRCRK01,1095.15,817.005
SBVRCRK01,1095.41,993.931
SBVRCRK01,1095.63,1172.76
SENGLSH01,683.36,0
SENGLSH01,686.322,125.155
SENGLSH01,690.43,625.705
SENGLSH01,693.022,1251.41
SENGLSH01,694.216,1877.15
SENGLSH01,695.118,2502.86
SENGLSH01,697.52,5005.85
SENGLSH01,698.524,6956.49
SENGLSH01,699.032,9525.43
SENGLSH01,699.239,11442.4
SENGLSH01,699.406,13493.6
SENGLSH01,699.636,15559
SFIOWA01,1087.6,0
SFIOWA01,1090.1,115.656
SFIOWA01,1093.58,578.348
SFIOWA01,1095.31,1156.66
SFIOWA01,1096.4,1735.01
SFIOWA01,1097.2,2313.36
SFIOWA01,1099.31,4660.72
SFIOWA01,1100.45,6500.55
SFIOWA01,1101.64,8932.24
SFIOWA01,1102.38,10751.8
SFIOWA01,1103.24,12701.4
SFIOWA01,1103.73,14671.2
SFIOWA02,1101.39,0
SFIOWA02,1103.48,109.475
SFIOWA02,1106.47,547.413
SFIOWA02,1108.36,1094.86
SFIOWA02,1109.65,1642.27
SFIOWA02,1110.6,2189.69
SFIOWA02,1113.4,4434.07
SFIOWA02,1115,6200.16
SFIOWA02,1116.54,8540.32
SFIOWA02,1117.24,10294.6
SFIOWA02,1117.86,12176.2
SFIOWA02,1118.41,14081.8
SFIOWA03,1123.16,0
SFIOWA03,1125.84,24.3318
SFIOWA03,1127.76,121.624
SFIOWA03,1129.17,243.247
SFIOWA03,1130.28,364.871
SFIOWA03,1131.21,486.495
SFIOWA03,1133.53,875.062
SFIOWA03,1134.77,1176.23
SFIOWA03,1136.07,1591.28
SFIOWA03,1136.79,1853.28
SFIOWA03,1137.79,2208.65
SFIOWA03,1138.43,2547.81
SSKNK04,971.181,0
SSKNK04,972.805,101.777
SSKNK04,975.384,508.884
SSKNK04,980.256,1017.77
SSKNK04,981.46,1526.65
SSKNK04,982.123,2035.54
SSKNK04,983.566,3474.96
SSKNK04,984.449,4412.21
SSKNK04,985.299,5579.36
SSKNK04,985.623,6460.11
SSKNK04,986.221,7358.52
SSKNK04,986.768,8276.35
TIPTNCR01,1008.53,0
TIPTNCR01,1009.56,93.1954
TIPTNCR01,1011.11,466.012
TIPTNCR01,1012.46,932.06
TIPTNCR01,1013.45,1398.07
TIPTNCR01,1014.21,1864.08
TIPTNCR01,1016.3,3831.36
TIPTNCR01,1017.76,5397.49
TIPTNCR01,1018.79,7488.09
TIPTNCR01,1019.51,9064
TIPTNCR01,1020.2,10759.1
TIPTNCR01,1020.89,12487.5
TIPTNCR02,1082.56,0
TIPTNCR02,1089.16,1681.44
TIPTNCR02,1090.44,3489.16
TIPTNCR02,1091.13,4938.9
TIPTNCR02,1091.9,6883.39
TIPTNCR02,1092.41,8354.32
TIPTNCR02,1092.91,9939.49
TIPTNCR02,1093.38,11562.7
TRBLSM01,1183.87,0
TRBLSM01,1185.14,128.651
TRBLSM01,1186.99,643.151
TRBLSM01,1188.43,1286.34
TRBLSM01,1189.66,1929.49
TRBLSM01,1190.78,2572.67
TRBLSM01,1194.42,5132.28
TRBLSM01,1196.7,7122.97
TRBLSM01,1199.27,9741.55
TRBLSM01,1200.95,11693.7
TRBLSM01,1202.4,13781.5
TRBLSM01,1203.18,15881.4
TKYRV02,809.121,0
TKYRV02,811.972,376.313
TKYRV02,815.6,1881.6
TKYRV02,818.376,3763.2
TKYRV02,820.463,5644.8
TKYRV02,822.11,7526.4
TKYRV02,826.207,14075.4
TKYRV02,828.399,18809.3
TKYRV02,830.213,25187.8
TKYRV02,831.263,29620.4
TKYRV02,832.159,34460.3
TKYRV02,832.848,39052.7
CLRCRKS02,770.371,0
CLRCRKS02,771.411,14.8675
CLRCRKS02,773.514,74.3021
CLRCRKS02,775.062,148.604
CLRCRKS02,776.201,222.871
CLRCRKS02,777.083,297.173
CLRCRKS02,779.997,755.522
CLRCRKS02,781.204,1163.55
CLRCRKS02,782.411,1809.31
CLRCRKS02,783.009,2217.55
CLRCRKS02,783.576,2657.57
CLRCRKS02,784.111,3117.65
VLGARV01,773.34,0
VLGARV01,775.659,229.157
VLGARV01,778.196,1145.75
VLGARV01,780.112,2291.46
VLGARV01,781.526,3437.21
VLGARV01,782.664,4582.96
VLGARV01,785.587,8898.98
VLGARV01,787.096,12191.6
VLGARV01,788.504,16730.1
VLGARV01,789.275,20111.7
VLGARV01,789.911,23582.3
VLGARV01,790.423,27141.8
WLNTCR02,861.152,0
WLNTCR02,863.533,111.347
WLNTCR02,866.299,556.736
WLNTCR02,868.077,1113.47
WLNTCR02,869.098,1670.21
WLNTCR02,869.741,2226.94
WLNTCR02,871.23,4138.53
WLNTCR02,872.09,5669.42
WLNTCR02,873.107,7869.87
WLNTCR02,873.799,9691.05
WLNTCR02,874.452,11714.6
WLNTCR02,875.069,13940.1
FOURMLE03,905.341,0
FOURMLE03,907.001,43.2958
FOURMLE03,909.18,216.444
FOURMLE03,910.699,432.922
FOURMLE03,911.732,649.366
FOURMLE03,912.605,865.81
FOURMLE03,914.501,1749.1
FOURMLE03,915.381,2474.22
FOURMLE03,916.168,3406.56
FOURMLE03,916.68,4117.97
FOURMLE03,917.224,4953.09
FOURMLE03,917.74,5797.61
PRICECR02,763.973,0
PRICECR02,765.909,41.071
PRICECR02,768.146,205.39
PRICECR02,769.79,410.816
PRICECR02,771.03,616.206
PRICECR02,772.057,821.596
PRICECR02,774.413,1602.51
PRICECR02,775.02,2272.22
PRICECR02,775.646,3191.49
PRICECR02,775.997,3763.13
PRICECR02,776.348,4406.74
PRICECR02,776.952,4952.25
LTLWAPSI01,1088,0
LTLWAPSI01,1089.8,99.0576
LTLWAPSI01,1092.25,495.324
LTLWAPSI01,1093.8,990.682
LTLWAPSI01,1094.83,1486.01
LTLWAPSI01,1095.58,1981.36
LTLWAPSI01,1097.27,4049.53
LTLWAPSI01,1098.02,5688.7
LTLWAPSI01,1098.76,7870.76
LTLWAPSI01,1099.23,9512.11
LTLWAPSI01,1099.66,11275.8
LTLWAPSI01,1100.05,13069.4
CRANECR02,1138.53,0
CRANECR02,1139.57,106.827
CRANECR02,1142.29,534.134
CRANECR02,1144.4,1068.23
CRANECR02,1145.77,1602.37
CRANECR02,1146.66,2136.5
CRANECR02,1148.63,4336.18
CRANECR02,1149.58,6070.17
CRANECR02,1150.45,8370.46
CRANECR02,1150.97,10096.4
CRANECR02,1151.42,11948.3
CRANECR02,1151.82,13825.6
LTLTKY02,1115.49,0
LTLTKY02,1121.36,76.88
LTLTKY02,1123.01,384.4
LTLTKY02,1123.84,768.765
LTLTKY02,1124.36,1153.13
LTLTKY02,1124.76,1537.53
LTLTKY02,1125.85,3070.36
LTLTKY02,1126.53,4368.11
LTLTKY02,1127.27,6097.32
LTLTKY02,1127.78,7363.43
LTLTKY02,1128.23,8839.16
LTLTKY02,1128.61,10211.8
NBEARCR01,802.516,0
NBEARCR01,806.781,76.1384
NBEARCR01,808.806,380.727
NBEARCR01,809.957,761.455
NBEARCR01,810.656,1142.22
NBEARCR01,811.201,1522.94
NBEARCR01,812.861,3189.37
NSKNK01,824.531,14671.5
NBEARCR01,813.389,4008.57
NBEARCR01,814.042,5520.18
NBEARCR01,814.462,6688.49
NBEARCR01,814.859,7933.97
NBEARCR01,815.23,9206.92
BLUECR01,761.076,0
BLUECR01,763.625,58.4105
BLUECR01,765.194,292.017
BLUECR01,766.67,584.034
BLUECR01,767.736,876.051
BLUECR01,768.422,1168.07
BLUECR01,769.777,2335.43
BLUECR01,770.24,3255.73
BLUECR01,770.725,4526.25
BLUECR01,771.047,5512.44
BLUECR01,771.365,6569.66
BLUECR01,771.677,7659.54
GLBRTCR01,942.907,0
GLBRTCR01,943.396,6.9923
GLBRTCR01,944.19,34.9615
GLBRTCR01,944.8,69.923
GLBRTCR01,945.262,104.885
GLBRTCR01,945.666,139.846
GLBRTCR01,946.847,274.395
GLBRTCR01,947.556,385.989
GLBRTCR01,948.159,549.143
GLBRTCR01,948.474,655.44
GLBRTCR01,948.868,810.472
GLBRTCR01,949.18,959.146
SQWCR03,927.103,0
SQWCR03,928.478,116.75
SQWCR03,930.574,583.751
SQWCR03,932.257,1167.5
SQWCR03,933.583,1751.25
SQWCR03,934.708,2335.01
SQWCR03,936.532,4644.23
SQWCR03,937.448,6631.04
SQWCR03,938.294,9638.43
SQWCR03,938.98,12288.8
SQWCR03,939.744,15391.9
SQWCR03,940.577,19032.8
SQWCR04,968.848,0
SQWCR04,969.452,31.3594
SQWCR04,970.453,156.797
SQWCR04,971.319,313.594
SQWCR04,972.024,470.391
SQWCR04,972.638,627.188
SQWCR04,974.308,1137.84
SQWCR04,975.338,1512.53
SQWCR04,976.486,2009.4
SQWCR04,977.142,2385.51
SQWCR04,977.661,2771.5
SQWCR04,978.068,3167.37
SQWCR05,1011.35,0
SQWCR05,1012.4,24.4731
SQWCR05,1013.75,122.259
SQWCR05,1014.77,244.554
SQWCR05,1015.55,366.813
SQWCR05,1016.21,489.108
SQWCR05,1017.91,887.104
SQWCR05,1018.88,1178.45
SQWCR05,1019.93,1563.73
SQWCR05,1020.51,1854.37
SQWCR05,1021,2151.72
SQWCR05,1021.44,2456.49
SQWCR07,1067.52,0
SQWCR07,1070.13,8.65209
SQWCR07,1071.71,43.3311
SQWCR07,1072.74,86.6975
SQWCR07,1073.5,130.029
SQWCR07,1074.12,173.395
SQWCR07,1075.82,334.783
SQWCR07,1076.91,468.272
SQWCR07,1078.22,662.856
SQWCR07,1078.93,786.811
SQWCR07,1079.85,970.447
SQWCR07,1080.62,1145.25
GLACIAL01,983.215,0
GLACIAL01,983.458,9.04056
GLACIAL01,984.334,45.2028
GLACIAL01,985.21,90.4055
GLACIAL01,985.919,135.608
GLACIAL01,986.46,180.811
GLACIAL01,987.917,348.203
GLACIAL01,988.704,486.636
GLACIAL01,989.564,687.577
GLACIAL01,990,815.416
GLACIAL01,990.456,1005.06
GLACIAL01,990.778,1185.87
PRAIRIE01,960.499,0
PRAIRIE01,962.913,11.9717
PRAIRIE01,964.029,59.8584
PRAIRIE01,964.879,119.717
PRAIRIE01,965.528,179.575
PRAIRIE01,966.106,239.433
PRAIRIE01,967.392,453.087
PRAIRIE01,968.127,628.248
PRAIRIE01,968.901,881.807
PRAIRIE01,969.226,1037.9
PRAIRIE01,969.593,1274.51
PRAIRIE01,969.829,1498.4
PRAIRIE02,1069.18,0
PRAIRIE02,1069.36,6.18007
PRAIRIE02,1070.78,30.971
PRAIRIE02,1071.7,61.9772
PRAIRIE02,1072.21,92.9482
PRAIRIE02,1072.6,123.954
PRAIRIE02,1073.5,242.965
PRAIRIE02,1073.96,337.961
PRAIRIE02,1074.47,482.398
PRAIRIE02,1074.72,578.101
PRAIRIE02,1075.02,716.535
PRAIRIE02,1075.25,849.671
TALYNNS01,974.97,0
TALYNNS01,975.978,7.9458
TALYNNS01,976.89,39.729
TALYNNS01,977.556,79.458
TALYNNS01,978.077,119.187
TALYNNS01,978.497,158.916
TALYNNS01,979.623,309.003
TALYNNS01,980.272,433.311
TALYNNS01,981.027,614.122
TALYNNS01,981.394,731.014
TALYNNS01,981.772,902.29
TALYNNS01,982.021,1066.15
SBRCRKD01,1035.32,0
SBRCRKD01,1035.51,4.3437
SBRCRKD01,1036.82,21.8245
SBRCRKD01,1037.72,43.6136
SBRCRKD01,1038.37,65.4028
SBRCRKD01,1038.89,87.2272
SBRCRKD01,1040.45,176.573
SBRCRKD01,1041.41,251.44
SBRCRKD01,1042.47,361.975
SBRCRKD01,1043.02,437.196
SBRCRKD01,1043.68,544.199
SBRCRKD01,1044.25,648.024
WORRELL01,1020.42,0
WORRELL01,1021.65,6.4979
WORRELL01,1023.39,32.4189
WORRELL01,1024.63,64.8024
WORRELL01,1025.4,97.2213
WORRELL01,1025.95,129.605
WORRELL01,1027.43,253.559
WORRELL01,1027.72,347.496
WORRELL01,1028.02,494.052
WORRELL01,1028.17,590.461
WORRELL01,1028.35,730.307
WORRELL01,1028.5,859.559
CLEARCR01,981.968,0
CLEARCR01,982.749,8.8993
CLEARCR01,983.97,44.4965
CLEARCR01,984.908,88.993
CLEARCR01,985.555,133.489
CLEARCR01,986.07,177.986
CLEARCR01,987.516,341.846
CLEARCR01,988.255,474.276
CLEARCR01,989.104,670.625
CLEARCR01,989.531,794.58
CLEARCR01,990.069,977.157
CLEARCR01,990.518,1153.02
ONIONCR01,955.105,0
ONIONCR01,958.668,12.8899
ONIONCR01,959.462,64.3433
ONIONCR01,967.382,128.722
ONIONCR01,968.468,193.065
ONIONCR01,968.832,257.444
ONIONCR01,969.334,485.224
ONIONCR01,969.925,671.685
ONIONCR01,970.279,940.783
ONIONCR01,970.282,1105.35
ONIONCR01,970.289,1356.08
ONIONCR01,970.299,1592.34
SONIONTR01,1082.46,0
SONIONTR01,1083.67,34.2552
SONIONTR01,1084.2,72.7482
SONIONTR01,1084.45,105.591
SONIONTR01,1084.85,156.091
SONIONTR01,1085.1,192.465
SONIONTR01,1085.41,242.259
SONIONTR01,1086.06,290.993
SONIONCR01,1060.51,0
SONIONCR01,1061.3,4.44965
SONIONCR01,1062.36,22.1423
SONIONCR01,1063.1,44.3199
SONIONCR01,1063.63,66.4622
SONIONCR01,1064.04,88.6398
SONIONCR01,1065.21,179.045
SONIONCR01,1065.89,254.619
SONIONCR01,1066.69,366.919
SONIONCR01,1067.14,443.199
SONIONCR01,1067.69,551.262
SONIONCR01,1068.09,656.5
NONIONCR01,1031.01,0
NONIONCR01,1031.42,4.69685
NONIONCR01,1032.18,23.4843
NONIONCR01,1032.85,46.9685
NONIONCR01,1033.44,70.4528
NONIONCR01,1033.97,93.937
NONIONCR01,1035.69,188.933
NONIONCR01,1036.57,268.391
NONIONCR01,1037.49,385.989
NONIONCR01,1037.94,465.447
NONIONCR01,1038.47,578.807
NONIONCR01,1038.89,688.636
NONIONCR02,1080.2,0
NONIONCR02,1081,2.96643
NONIONCR02,1082.53,14.8322
NONIONCR02,1083.39,29.6643
NONIONCR02,1083.91,44.4965
NONIONCR02,1084.4,59.3286
NONIONCR02,1085.26,135.961
NONIONCR02,1085.61,194.937
NONIONCR02,1086,282.87
NONIONCR02,1086.2,344.318
NONIONCR02,1086.36,429.426
NONIONCR02,1086.5,511.71
NBRCRKD01,1039.82,0
NBRCRKD01,1040.83,9.1465
NBRCRKD01,1042.32,45.8384
NBRCRKD01,1043.42,91.6416
NBRCRKD01,1044.22,137.445
NBRCRKD01,1044.85,183.283
NBRCRKD01,1046.55,352.794
NBRCRKD01,1047.59,492.993
NBRCRKD01,1048.82,696.405
NBRCRKD01,1049.5,825.657
NBRCRKD01,1050.39,1017.42
